account_id,account_name,arr,contract_end_date,plan_tier,industry,csm_name,region,days_to_renewal,renewing_next_90_days,api_decline_pct,active_user_decline_pct,workflow_decline_pct,latest_sdk,total_tickets,open_tickets,escalated_tickets,p1_tickets,avg_resolution_time,score,verbatim_comment,nps_category,overall_sentiment_x,budget_issue_x,competitor_x,migration_issue_x,executive_involved_x,renewal_risk_reason_x,ai_risk_score_x,ai_risk_level_x,note_length_x,raw_note_x,risk_score,risk_tier,confidence_score,risk_reasons,overall_sentiment_y,budget_issue_y,competitor_y,migration_issue_y,executive_involved_y,renewal_risk_reason_y,ai_risk_score_y,ai_risk_level_y,note_length_y,raw_note_y
1052,Crimson Tide Logistics,1639000,2026-12-16,Enterprise,Government,Sarah Chen,LATAM,260,False,3.55,-32.35,-20.0,v4.2.3,1.0,0.0,0.0,0.0,11.1,-1.0,,No Response,,,,,,,,,,,92,High,75,Customer is an NPS Detractor | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1053,Cerulean Aerospace,254000,2026-09-21,Scale,Retail,James Okafor,NA-East,174,False,-21.49,-6.06,-16.81,v4.1.0,1.0,0.0,0.0,0.0,20.5,9.0,Best headless CMS on the market. Period.,Promoter,,,,,,,,,,,45,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1054,Olive Branch Organics,121000,2026-12-06,Growth,Government,Carlos Mendez,EMEA,250,False,-13.82,-18.18,-6.25,v4.1.0,0.0,0.0,0.0,0.0,0.0,6.0,Transformed how our team publishes content. Love it.,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1055,Starlight Entertainment,119000,2027-03-30,Growth,Education,Emily Watson,NA-East,364,False,-26.32,-50.0,-22.58,v4.1.0,1.0,0.0,0.0,0.0,8.6,7.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1056,Thunderbolt Motors,43000,2026-12-03,Starter,E-commerce,Sarah Chen,EMEA,247,False,-9.48,0.0,-25.0,v4.2.3,1.0,0.0,0.0,0.0,10.6,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1057,Pearl Harbor Memorial Trust,119000,2026-10-05,Growth,Education,Anna Kowalski,LATAM,188,False,-35.51,8.33,6.06,v4.2.3,0.0,0.0,0.0,0.0,0.0,7.0,Would recommend to anyone in our industry.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1058,Magenta Health,22000,2026-08-22,Starter,Healthcare,Sarah Chen,EMEA,144,False,-5.52,-50.0,0.0,v4.1.0,2.0,0.0,0.0,0.0,15.95,6.0,Would recommend to anyone in our industry.,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1059,Cobblestone Properties,163000,2026-09-18,Growth,E-commerce,Emily Watson,EMEA,171,False,-29.12,8.33,-6.06,v4.2.3,2.0,0.0,0.0,0.0,9.6,9.0,Would recommend to anyone in our industry.,Promoter,,,,,,,,,,,42,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1060,Titanium Fitness,38000,2026-10-30,Starter,Media & Publishing,James Okafor,EMEA,213,False,-26.37,-50.0,-50.0,v4.3.0,2.0,0.0,0.0,1.0,7.0,5.0,Would recommend to anyone in our industry.,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1061,Flamingo Travel,1802000,2026-10-02,Enterprise,Media & Publishing,Priya Sharma,NA-West,185,False,-27.48,-1.2,-20.68,v4.3.0,1.0,1.0,0.0,1.0,4.0,8.0,,Passive,,,,,,,,,,,80,High,70,Customer is an NPS Passive | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1062,Driftwood Publishing,552000,2026-10-14,Enterprise,SaaS / Technology,Anna Kowalski,NA-West,197,False,-4.11,4.76,-42.16,v4.1.0,0.0,0.0,0.0,0.0,0.0,7.0,Would recommend to anyone in our industry.,Passive,,,,,,,,,,,75,High,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1063,Canyon Edge Adventures,283000,2026-09-08,Scale,Travel & Hospitality,Sarah Chen,APAC,161,False,-26.36,2.86,-18.0,v4.3.0,0.0,0.0,0.0,0.0,0.0,-1.0,,No Response,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1064,Eclipse Software,102000,2027-03-07,Growth,SaaS / Technology,Emily Watson,NA-West,341,False,-22.59,0.0,-24.0,v4.2.3,0.0,0.0,0.0,0.0,0.0,10.0,Would recommend to anyone in our industry.,Promoter,,,,,,,,,,,42,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1065,Harbor Light Consulting,56000,2026-10-21,Growth,Travel & Hospitality,Raj Patel,EMEA,204,False,-12.33,7.69,2.86,v4.3.0,1.0,0.0,0.0,0.0,21.8,8.0,,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1066,Willow Creek Farms,33000,2027-01-10,Starter,Manufacturing,Anna Kowalski,LATAM,285,False,-4.55,0.0,-20.0,v4.1.0,1.0,0.0,0.0,0.0,16.5,8.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1067,Stormfront Weather Systems,214000,2026-09-12,Scale,Retail,Priya Sharma,LATAM,165,False,4.58,-10.53,-53.33,v4.3.0,3.0,1.0,0.0,0.0,15.333333333333334,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1068,Keystone Education Group,220000,2026-09-08,Scale,Government,Anna Kowalski,EMEA,161,False,-9.73,-15.38,-41.3,v4.3.0,3.0,0.0,0.0,1.0,12.033333333333333,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1069,Catalyst Innovations,429000,2027-04-02,Scale,Financial Services,Anna Kowalski,LATAM,367,False,-6.7,-5.88,-14.61,v4.3.0,3.0,0.0,0.0,1.0,14.4,-1.0,,No Response,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1070,Mirage Digital Agency,117000,2026-08-06,Growth,Travel & Hospitality,Sarah Chen,LATAM,128,False,-9.03,-7.69,-30.77,v4.2.3,2.0,0.0,0.0,0.0,16.950000000000003,5.0,Best headless CMS on the market. Period.,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1071,Polaris Navigation,145000,2027-02-20,Growth,Financial Services,Raj Patel,LATAM,326,False,-8.9,8.33,-14.29,v4.1.0,1.0,0.0,0.0,0.0,23.3,8.0,Great developer experience and the support team is phenomenal.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1072,Sandcastle Hospitality,265000,2026-12-15,Scale,Manufacturing,Emily Watson,APAC,259,False,15.4,12.82,-10.62,v4.1.0,0.0,0.0,0.0,0.0,0.0,8.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1073,Foxglove Pharmaceuticals,411000,2026-12-13,Scale,Manufacturing,Priya Sharma,NA-West,257,False,-27.66,-51.72,-44.21,v4.3.0,2.0,0.0,0.0,1.0,19.9,-1.0,,No Response,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1074,Ironwood Manufacturing,1894000,2027-01-25,Enterprise,Healthcare,Emily Watson,APAC,300,False,8.53,4.55,-13.38,v4.3.0,2.0,0.0,0.0,0.0,19.85,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,80,High,70,Customer is an NPS Passive | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1075,Ripple Effect Marketing,35000,2026-12-08,Starter,Media & Publishing,Anna Kowalski,LATAM,252,False,-39.55,-50.0,0.0,v4.2.3,3.0,3.0,0.0,1.0,14.333333333333334,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1076,Basecamp Outdoors,444000,2027-02-26,Scale,Education,Carlos Mendez,LATAM,332,False,16.51,20.0,12.71,v4.1.0,1.0,0.0,0.0,0.0,20.0,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1077,Comet Data Sciences,856000,2026-08-27,Enterprise,Retail,Raj Patel,NA-East,149,False,-32.39,-7.87,-28.09,v4.3.0,1.0,0.0,0.0,0.0,11.4,4.0,We evaluated 5 CMS platforms. Contentstack won easily.,Detractor,,,,,,,,,,,87,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1078,Trailhead Analytics,131000,2026-11-07,Growth,Media & Publishing,Priya Sharma,NA-East,221,False,-16.57,-30.0,15.62,v4.2.3,2.0,0.0,0.0,0.0,9.049999999999999,7.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1079,Spectrum Health Network,31000,2027-03-15,Starter,Government,James Okafor,APAC,349,False,-7.87,0.0,-25.0,v4.3.0,1.0,1.0,0.0,0.0,11.7,8.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1080,Nightfall Security,1821000,2026-10-22,Enterprise,Travel & Hospitality,David Kim,APAC,205,False,-19.14,-34.29,-2.55,v4.3.0,0.0,0.0,0.0,0.0,0.0,8.0,,Passive,,,,,,,,,,,80,High,70,Customer is an NPS Passive | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1081,Daybreak Solar,89000,2026-07-17,Growth,Financial Services,Anna Kowalski,NA-West,108,False,-15.0,-7.69,-20.0,v4.2.3,3.0,0.0,0.0,1.0,10.633333333333333,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1082,Frostbite Gaming,186000,2027-03-09,Growth,E-commerce,Carlos Mendez,NA-East,343,False,3.77,-9.09,-3.7,v4.2.3,0.0,0.0,0.0,0.0,0.0,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1083,Pebble Stream Media,780000,2027-03-09,Enterprise,Manufacturing,Raj Patel,APAC,343,False,-2.05,14.94,-21.2,v4.1.0,1.0,0.0,0.0,0.0,3.9,9.0,Best headless CMS on the market. Period.,Promoter,,,,,,,,,,,52,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1084,Wildfire Creative,1649000,2027-02-28,Enterprise,Healthcare,David Kim,APAC,334,False,-17.49,-18.29,-40.5,v4.3.0,3.0,1.0,0.0,0.0,11.466666666666667,10.0,Transformed how our team publishes content. Love it.,Promoter,,,,,,,,,,,57,Medium,70,High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1085,Anchor Point Financial,330000,2026-12-03,Scale,Manufacturing,David Kim,NA-West,247,False,-38.67,-28.12,-57.65,v4.2.3,1.0,0.0,0.0,0.0,2.9,-1.0,,No Response,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1086,Starboard Ventures,431000,2026-08-23,Scale,Retail,Carlos Mendez,EMEA,145,False,-6.05,-22.58,-6.67,v4.3.0,3.0,0.0,0.0,0.0,10.933333333333335,7.0,Would recommend to anyone in our industry.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1087,Quicksilver Payments,368000,2026-08-25,Scale,Healthcare,Priya Sharma,NA-West,147,False,-14.31,0.0,26.72,v4.1.0,3.0,0.0,0.0,0.0,17.566666666666666,8.0,Transformed how our team publishes content. Love it.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1088,Hearthstone Properties,1955000,2026-10-01,Enterprise,Media & Publishing,James Okafor,APAC,184,False,-6.9,-41.18,15.02,v4.2.3,3.0,0.0,0.0,0.0,7.333333333333333,9.0,Great developer experience and the support team is phenomenal.,Promoter,,,,,,,,,,,57,Medium,70,High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1089,Thunderpeak Mining,1194000,2027-03-10,Enterprise,Travel & Hospitality,Sarah Chen,NA-West,344,False,-7.56,9.64,-43.35,v4.1.0,1.0,0.0,0.0,0.0,19.4,9.0,Would recommend to anyone in our industry.,Promoter,,,,,,,,,,,57,Medium,70,High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1090,Bluebell Organics,1317000,2026-07-25,Enterprise,Government,Anna Kowalski,APAC,116,False,-24.83,-1.22,17.33,v4.1.0,1.0,0.0,0.0,0.0,13.5,9.0,,Promoter,,,,,,,,,,,57,Medium,70,High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1091,Cascadia Tech,38000,2026-12-14,Starter,Travel & Hospitality,Anna Kowalski,LATAM,258,False,-7.84,0.0,-50.0,v4.1.0,3.0,2.0,0.0,0.0,9.333333333333334,7.0,,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1092,Silverthorn Consulting,178000,2026-11-04,Growth,Retail,Anna Kowalski,APAC,218,False,-42.34,-16.67,-10.34,v4.1.0,0.0,0.0,0.0,0.0,0.0,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1093,Redstone Engineering,40000,2027-01-03,Starter,Travel & Hospitality,Priya Sharma,APAC,278,False,-33.75,-50.0,0.0,v4.3.0,3.0,0.0,0.0,0.0,14.200000000000001,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1094,Cloudbreak Surf Co,190000,2026-07-28,Growth,Travel & Hospitality,Sarah Chen,NA-East,119,False,-25.32,0.0,12.12,v4.1.0,3.0,0.0,0.0,0.0,6.366666666666667,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1095,Copperfield Education,785000,2027-03-08,Enterprise,Healthcare,Sarah Chen,EMEA,342,False,-11.74,-27.27,-47.11,v4.1.0,0.0,0.0,0.0,0.0,0.0,8.0,,Passive,,,,,,,,,,,75,High,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1096,Everest Data,1187000,2026-10-31,Enterprise,Education,Raj Patel,EMEA,214,False,-1.7,-12.99,-17.31,v4.3.0,2.0,1.0,0.0,0.0,13.399999999999999,2.0,,Detractor,,,,,,,,,,,92,High,75,Customer is an NPS Detractor | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1097,Icefall Analytics,1084000,2027-02-15,Enterprise,Retail,James Okafor,APAC,321,False,-21.63,-17.86,-0.86,v4.3.0,0.0,0.0,0.0,0.0,0.0,-1.0,,No Response,,,,,,,,,,,92,High,75,Customer is an NPS Detractor | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1098,Magnolia Health Systems,18000,2027-01-10,Starter,Media & Publishing,James Okafor,NA-East,285,False,-37.93,0.0,-20.0,v4.2.3,0.0,0.0,0.0,0.0,0.0,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1099,Oakridge Retail,31000,2026-10-25,Starter,E-commerce,Priya Sharma,NA-West,208,False,-9.12,0.0,-25.0,v4.1.0,3.0,1.0,0.0,0.0,11.466666666666667,10.0,We evaluated 5 CMS platforms. Contentstack won easily.,Promoter,neutral,False,,False,False,delay in response to previous request,10.0,Low,232.0,"4/10 - note for account 1099 (Harbourside Dining I think?)
They called to ask about our GDPR data processing agreement update. Routine 
request but they seemed annoyed it took 2 weeks last time. Quick turnaround 
needed. -- Emily W.",0,Low,50,Strong customer health offsets renewal risk,Neutral,False,,False,False,Delays in response to requests,10.0,Low,232.0,"4/10 - note for account 1099 (Harbourside Dining I think?)
They called to ask about our GDPR data processing agreement update. Routine 
request but they seemed annoyed it took 2 weeks last time. Quick turnaround 
needed. -- Emily W."
1100,Seabreeze Hospitality,174000,2026-09-11,Growth,Government,Carlos Mendez,APAC,164,False,-11.01,0.0,0.0,v4.2.3,1.0,0.0,0.0,0.0,7.9,7.0,Great developer experience and the support team is phenomenal.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1101,Blackthorn Security,393000,2026-10-08,Scale,Government,James Okafor,NA-West,191,False,-2.62,-29.03,-8.0,v4.3.0,0.0,0.0,0.0,0.0,0.0,5.0,Best headless CMS on the market. Period.,Detractor,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1102,Goldrush Fintech,257000,2026-07-28,Scale,Retail,Anna Kowalski,APAC,119,False,2.93,-29.41,-10.42,v4.3.0,2.0,0.0,0.0,0.0,12.45,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,68,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1103,Moonrise Studios,70000,2026-11-16,Growth,Financial Services,Emily Watson,LATAM,230,False,-18.46,-15.38,-28.12,v4.3.0,1.0,0.0,0.0,0.0,10.6,6.0,,Detractor,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1104,Timberwolf Logistics,18000,2027-01-08,Starter,Manufacturing,Anna Kowalski,EMEA,283,False,-20.99,0.0,-50.0,v4.3.0,1.0,0.0,0.0,0.0,5.3,8.0,Would recommend to anyone in our industry.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1105,Ferndale Publishing,48000,2027-01-05,Starter,E-commerce,Anna Kowalski,APAC,280,False,-20.95,0.0,-50.0,v4.2.3,0.0,0.0,0.0,0.0,0.0,10.0,Would recommend to anyone in our industry.,Promoter,,,,,,,,,,,42,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1106,Stonebridge Capital,43000,2027-01-16,Starter,Education,Priya Sharma,APAC,291,False,-35.39,-50.0,0.0,v4.2.3,2.0,0.0,0.0,0.0,8.2,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1107,Ravenswood Media,187000,2026-11-30,Growth,Government,David Kim,APAC,244,False,-19.12,7.69,-2.94,v4.3.0,2.0,0.0,0.0,0.0,14.1,10.0,Best headless CMS on the market. Period.,Promoter,,,,,,,,,,,42,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1108,Clearwater Systems,1743000,2026-11-29,Enterprise,SaaS / Technology,Carlos Mendez,NA-East,243,False,-17.11,-21.43,-0.37,v4.1.0,1.0,0.0,0.0,0.0,10.2,7.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,80,High,70,Customer is an NPS Passive | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1109,Pinehurst Golf Tech,436000,2026-11-16,Scale,Education,Anna Kowalski,EMEA,230,False,9.6,-5.26,-44.83,v4.1.0,2.0,1.0,0.0,0.0,5.800000000000001,2.0,Transformed how our team publishes content. Love it.,Detractor,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1110,Dewdrop Organic Foods,47000,2026-12-28,Starter,Healthcare,David Kim,NA-West,272,False,10.93,-50.0,20.0,v4.3.0,1.0,0.0,0.0,0.0,23.9,10.0,Great developer experience and the support team is phenomenal.,Promoter,,,,,,,,,,,52,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1111,Firestorm Marketing,335000,2027-01-05,Scale,Retail,Emily Watson,LATAM,280,False,-12.38,-31.25,-15.84,v4.2.3,2.0,0.0,0.0,0.0,20.55,6.0,We evaluated 5 CMS platforms. Contentstack won easily.,Detractor,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1112,Stargazer Telescopes,49000,2026-10-20,Starter,Financial Services,Carlos Mendez,APAC,203,False,7.04,-50.0,0.0,v4.3.0,3.0,1.0,0.0,0.0,17.26666666666667,-1.0,,No Response,,,,,,,,,,,77,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1113,Whitewater Adventures,1664000,2026-11-15,Enterprise,Education,David Kim,APAC,229,False,-7.96,5.49,-15.38,v4.1.0,0.0,0.0,0.0,0.0,0.0,8.0,Best headless CMS on the market. Period.,Passive,,,,,,,,,,,80,High,70,Customer is an NPS Passive | High ARR account | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1114,Rosewood Hotels,21000,2026-12-12,Starter,Media & Publishing,Anna Kowalski,NA-West,256,False,13.51,0.0,20.0,v4.3.0,3.0,0.0,0.0,0.0,12.433333333333332,8.0,Would recommend to anyone in our industry.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1115,Sapwood Furniture Co,393000,2027-03-14,Scale,Manufacturing,Raj Patel,APAC,348,False,-17.28,-37.5,-9.4,v4.1.0,0.0,0.0,0.0,0.0,0.0,9.0,We evaluated 5 CMS platforms. Contentstack won easily.,Promoter,,,,,,,,,,,45,Medium,70,Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan) | Strong customer health offsets renewal risk,,,,,,,,,,
1116,Thunderhead Cloud,384000,2027-03-04,Scale,Retail,Emily Watson,EMEA,338,False,-22.8,-12.12,-4.55,v4.2.3,3.0,0.0,0.0,0.0,11.666666666666666,6.0,Best headless CMS on the market. Period.,Detractor,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1117,Marshland Conservation,82000,2026-10-21,Growth,SaaS / Technology,James Okafor,LATAM,204,False,-9.07,-27.27,-7.69,v4.2.3,0.0,0.0,0.0,0.0,0.0,8.0,We evaluated 5 CMS platforms. Contentstack won easily.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1118,Ridgeline Software,100000,2026-11-02,Growth,Education,Emily Watson,LATAM,216,False,3.26,-9.09,-17.86,v4.2.3,1.0,0.0,0.0,0.0,11.1,7.0,Great developer experience and the support team is phenomenal.,Passive,,,,,,,,,,,65,Medium,70,Customer is an NPS Passive | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
1119,Sunstone Energy,253000,2026-10-22,Scale,Retail,Carlos Mendez,EMEA,205,False,-30.52,-27.27,-22.83,v4.3.0,3.0,1.0,0.0,1.0,11.6,2.0,Best headless CMS on the market. Period.,Detractor,,,,,,,,,,,80,High,75,Customer is an NPS Detractor | Budget concerns identified | Migration concerns identified | Executive leadership involved | Evaluating competitor (nan),,,,,,,,,,
